,DLSs01,DLSs02,DLSs03,DLSw01,DLSw02,DLSw03,DPSs01,DPSs02,DPSs03,DPSw01,DPSw02,DPSw03,HLs01,HLs02,HLs03,HLw01,HLw02,HLw03,SLTs01,SLTs02,SLTs03,SLTw01,SLTw02,SLTw03,SLs01,SLs02,SLs03,SLw01,SLw02,SLw03,XSs01,XSs02,XSs03,XSw01,XSw02,XSw03
Zotu6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,9,1,0,0,0,0,0,0,0,0,0
Zotu6363,7,58,20,0,0,1,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0
Zotu6364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6365,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu6368,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,11,16,0,0,0,0,1,0
Zotu6369,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,23,2,0,1,0,1,0
Zotu637,9,5,0,3,11,7,0,0,0,19,13,8,1,0,0,657,174,153,1,0,1,5,0,8,13,0,8,11,10,17,0,0,1,18,13,23
Zotu6370,0,8,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0
Zotu6371,1,6,2,0,0,26,0,0,0,10,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
Zotu6372,1,2,1,0,0,0,0,0,0,0,0,0,2,27,1,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,5,1,7,0,0,0
Zotu6373,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6374,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
Zotu6375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6376,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1
Zotu6377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,62,1,0,0,0,0,0,0,0,0,0
Zotu6378,0,0,0,0,0,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6379,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu638,0,0,0,0,0,3,10,5,0,0,0,19,0,0,0,1,0,0,0,0,0,5,0,0,15,23,8,0,17,0,1,0,0,0,0,11
Zotu6380,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0
Zotu6382,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6383,10,16,31,0,0,0,0,2,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0
Zotu6384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu6385,0,0,0,0,0,27,0,0,0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,8,0,0
Zotu6386,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0
Zotu6387,0,0,0,0,0,0,0,0,0,0,0,0,51,5,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0
Zotu6388,0,0,0,1,2,0,0,0,0,5,0,0,0,0,3,1,8,2,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,0
Zotu6389,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0
Zotu639,1,0,0,0,0,0,0,0,0,0,0,2,37,55,41,1,0,0,0,0,0,8,1,0,0,0,0,5,0,2,1139,72,64,11,0,1
Zotu6390,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0
Zotu6391,0,0,0,1,2,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,26,1,0,0,2,0,1,0
Zotu6392,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6393,0,0,0,0,1,12,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Zotu6394,0,0,0,0,0,1,0,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3
Zotu6395,0,1,0,0,0,0,0,1,0,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,42,15,2
Zotu6396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1
Zotu6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Zotu6398,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6399,3,1,1,0,0,0,2,0,16,0,0,24,1,0,0,2,0,1,0,0,1,0,1,0,2,0,2,2,1,26,4,2,12,0,0,0
Zotu64,431,1010,1101,29,37,16,112,414,40,26,21,11,496,278,442,26,30,18,49,27,50,17,52,45,326,1675,1203,20,21,12,502,497,236,12,46,19
Zotu640,0,0,19,3,2,51,4,8,6,22,378,275,0,0,0,2,8,3,1,1,0,74,14,18,3,0,1,49,59,30,2,1,3,0,11,5
Zotu6400,1,7,1,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,3,0,0,0,0
Zotu6401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu6403,0,4,3,0,0,0,0,1,0,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,2,1,1,1
Zotu6404,0,0,1,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6405,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Zotu6407,40,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu6408,0,0,2,0,0,0,1,0,0,0,10,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Zotu6409,0,0,0,0,0,0,0,0,0,0,0,0,27,5,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0
Zotu641,61,18,10,1,0,0,1,15,11,0,0,0,29,15,8,2,0,0,5,2,5,4,0,0,27,23,15,0,0,3,42,20,24,0,4,0
Zotu6410,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6413,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,20,2,3,0,0,0,0,1,0,0,0,0,0,0,0
Zotu6415,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
Zotu6416,1,0,1,0,0,2,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,1,1,1,0,0,0
Zotu6417,0,0,0,1,4,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,7,9
Zotu6418,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
Zotu6419,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,16,4,0,0,1,0,0,0
Zotu642,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,32,0,0,0,0
Zotu6420,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0
Zotu6421,55,12,39,0,0,0,2,0,0,1,0,0,1,3,1,2,0,0,1,0,0,1,0,0,4,0,1,1,0,0,0,0,0,0,0,0
Zotu6423,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,5,1,7,0,1,0,1,0,0,0,1,0
Zotu6424,5,2,2,0,0,0,0,16,0,0,1,0,5,8,1,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,2,1,0,1,0
Zotu6425,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu6426,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,2,0,0,8,0,0,3,6,0,1,0,1,3,2,0,0,0
Zotu6428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu6429,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu643,4,1,0,1,0,1,0,0,2,1,0,0,4,1,5,2,0,0,0,1,0,0,0,0,32,2,1,0,0,1,0,2,4,0,0,1
Zotu6430,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,3,2
Zotu6431,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,0,0,0
Zotu6432,12,1,7,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,14,10,0,0,0,2,2,0,0,0,0
Zotu6433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0
Zotu6434,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,3,41,22,0,0,0,0,0,0,0,0,0
Zotu6436,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,23,3,0,0
Zotu6438,3,0,12,1,0,0,0,0,0,0,0,0,1,21,2,0,0,0,0,1,0,0,0,0,0,1,3,0,0,1,2,10,3,0,0,0
Zotu6439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
Zotu644,0,0,79,0,0,7,0,1415,0,0,32,0,5,1,0,0,0,0,0,0,0,0,0,0,49,30,24,22,0,0,0,1,0,0,62,0
Zotu6440,0,0,1,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Zotu6441,0,0,0,1,0,2,0,0,0,1,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0
Zotu6442,0,0,0,0,0,0,0,0,0,0,0,0,36,4,4,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0
Zotu6443,0,0,0,0,0,0,0,0,0,0,0,0,2,27,4,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu6444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Zotu6445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,1,45,0,0,0,0,0,0,0,0,0
Zotu6447,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu6448,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0
Zotu6449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,1,0,0
Zotu645,2,3,0,0,0,1,22,6,13,0,0,25,3,7,4,1,0,0,0,0,0,6,0,0,14,7,8,0,22,0,67,26,129,2,0,26
Zotu6450,0,0,0,1,0,34,0,0,2,35,14,14,0,0,0,0,0,1,0,0,0,3,14,4,0,0,0,8,6,4,1,2,0,0,2,0
Zotu6451,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0
Zotu6452,0,0,0,1,1,0,0,0,0,0,0,0,0,19,1,0,0,0,1,3,1,0,3,0,1,0,0,0,0,0,0,1,1,0,0,2
Zotu6453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
Zotu6454,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Zotu6455,1,0,1,0,0,0,5,0,0,0,0,0,8,6,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0
Zotu6456,0,0,0,0,0,0,0,0,0,0,1,1,0,6,2,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,1,1,0,0,0
Zotu6457,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,13,16,0,0,0,0,0,0
Zotu6458,1,0,0,8,7,3,0,0,0,7,4,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,4,9,5,0,0,0,0,0,0
Zotu6459,0,1,0,0,0,0,0,0,0,0,0,0,10,5,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
Zotu646,5,0,10,18,29,1,5,6,2,6,8,9,0,2,0,19,20,13,5,2,0,10,0,9,11,0,1,495,459,615,0,0,3,1,24,4
Zotu6460,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
Zotu6461,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,9,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
Zotu6462,0,0,0,1,0,0,0,2,0,0,0,0,3,2,8,0,0,0,0,0,1,0,0,0,3,41,16,0,0,0,3,1,4,0,0,0
Zotu6463,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu6464,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu6465,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,0,15,17,11,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6466,1,0,0,0,0,4,0,0,0,0,10,19,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Zotu6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Zotu6468,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,10,0,0,0,1,10,2,0,0,0,0,0,0
Zotu6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Zotu647,17,21,9,0,3,0,1,2,2,0,0,2,1,1,2,0,0,0,0,0,1,2,2,1,5,1,2,1,1,1,25,1,0,0,0,3
Zotu6470,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,4,0,0,0
Zotu6471,11,0,4,0,0,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,5,0,2,0,1,0,0,0,0,1
Zotu6472,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,9,16,0,0,0,3,1,1,0,0,0,0,0,0
Zotu6473,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,4,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Zotu6474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0
Zotu6475,0,0,0,0,0,15,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6476,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,5,68,0,0,0,0,0,0,0,0,0
Zotu6477,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zotu6478,0,1,0,2,3,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,13,1,2,0,0,0,0,1,0,0,0,0,0,0,0
Zotu648,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0
Zotu6480,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zotu6481,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,15,0,0,0,3,2,1,0,0,0,0,2,0
Zotu6482,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
Zotu6483,0,7,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0
Zotu6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Zotu6485,7,0,6,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,3,1,0,1,1,0,0,0,1,0
Zotu6486,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,4,17,0,1,0,0,0,0,0,0,0
Zotu6487,0,0,0,0,0,0,0,0,0,0,0,0,3,5,19,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0
Zotu6488,0,0,0,0,0,0,0,0,0,0,0,0,1,21,2,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,2,3,0,0,0
Zotu6489,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0
Zotu649,115,18,93,1,8,5,38,58,8,7,3,4,56,55,52,6,1,0,1,4,3,4,1,3,63,105,205,3,5,5,69,66,95,1,5,5
Zotu6491,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6492,0,0,0,0,0,0,0,0,1,0,0,0,5,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,20,7,2,0,0,0
Zotu6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6494,2,0,0,0,0,0,1,3,0,0,0,0,2,5,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0
Zotu6496,0,0,0,0,0,1,0,0,0,0,18,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Zotu6497,0,0,0,0,0,0,0,0,5,4,0,0,0,2,0,0,0,0,2,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Zotu6499,0,0,0,11,12,3,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,15,1,1
Zotu65,4,6,1,4,28,4,0,1,1,16,3,3,276,57,72,56,337,331,502,119,173,65,21,36,2,0,9,75,19,14,1,3,0,23,18,12
Zotu650,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6500,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6501,0,0,0,0,0,30,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Zotu6502,0,0,0,0,0,0,1,4,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0
Zotu6503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6506,0,0,1,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,3,2,7,0,0,0
Zotu6507,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,1,0,2,0,0,0
Zotu6508,1,0,1,0,0,0,0,20,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,1,0,0,2,0
Zotu6509,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,1,20
Zotu651,0,0,2,0,0,1,6,11,0,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,6,3,2,0,6,0,2,2,7,0,1,10
Zotu6510,0,0,2,0,0,1,1,0,0,1,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
Zotu6511,0,0,1,0,0,1,1,0,0,0,15,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,1,1
Zotu6512,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Zotu6513,0,0,0,0,0,0,0,0,0,0,0,0,40,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0
Zotu6514,0,0,0,0,15,1,0,0,1,0,0,0,0,1,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,9,8,0,1,2,0,0,0,0,0,0,0,0,0
Zotu6516,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
Zotu6517,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Zotu6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6519,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,2,0
Zotu652,38,32,30,3,4,2,5,33,6,1,1,0,60,24,50,1,0,1,9,6,5,1,1,1,35,39,22,2,3,2,48,47,77,1,2,1
Zotu6520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0
Zotu6521,1,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,0,0,0,0,0,0,0
Zotu6523,0,0,0,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Zotu6524,2,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,4,0,0,0,0,0,2,1,0,2
Zotu6525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zotu6526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,8,5,0,2,0,0,2,2,0,0,0
Zotu6527,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Zotu6528,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Zotu6529,0,38,10,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Zotu653,0,0,0,0,0,0,0,0,160,4,0,2,5,0,1,1,1,0,15,5,7,7,0,0,0,0,0,0,0,0,15,0,55,3,1,0
Zotu6530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Zotu6532,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
Zotu6533,1,12,6,0,0,0,1,4,0,0,1,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,2,0
Zotu6534,20,3,5,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,5,1,0,0,1,0,0,0,0,0,0
Zotu6535,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
