,DLSse01,DLSse02,DLSse03,DPSse01,DPSse02,DPSse03,HLse01,HLse02,HLse03,SLTse01,SLTse02,SLTse03,SLse01,SLse02,SLse03,XSse01,XSse02,XSse03
otu13830,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0
otu13831,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,5,1
otu13832,0,0,0,1,0,0,3,6,1,0,1,0,0,0,0,1,0,0
otu13833,0,0,0,0,0,0,10,2,6,0,0,0,0,0,0,0,0,0
otu13834,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,5,0
otu13835,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,8
otu13836,0,0,0,0,0,0,24,4,30,1,0,0,0,0,0,0,0,0
otu13837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13838,0,0,0,0,0,0,36,23,20,0,0,0,0,0,0,4,7,6
otu13839,0,0,0,0,0,0,2,1,1,0,2,0,0,0,0,1,1,3
otu13840,0,0,0,0,5,0,11,14,4,0,0,1,0,0,0,0,2,0
otu13841,0,0,0,0,0,0,4,8,3,0,0,0,0,0,0,0,0,1
otu13842,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1
otu13843,0,0,0,0,0,0,3,11,20,0,0,0,0,0,0,0,0,0
otu13844,0,0,0,0,0,0,2,6,0,4,0,0,0,0,0,0,0,0
otu13845,0,4,0,0,0,0,9,19,0,0,0,0,0,1,0,3,7,3
otu13846,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
otu13847,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0
otu13848,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu13849,0,0,0,0,0,0,67,51,38,1,1,0,0,0,0,0,2,0
otu1385,0,0,0,1,0,3,0,0,0,0,0,0,0,0,9,1,0,1
otu13850,0,1,0,0,0,0,9,5,3,0,0,0,0,1,1,0,0,1
otu13851,0,0,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0
otu13852,0,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0
otu13854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu1386,48,95,72,0,0,0,10,5,8,5,1,3,12,10,20,0,0,0
otu13863,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu13867,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1387,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13870,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13872,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1388,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13881,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0
otu13888,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1
otu13889,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
otu1389,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu13893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13895,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13896,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
otu13897,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu13898,1,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
otu13899,0,0,2,0,0,0,0,0,0,0,0,0,127,13,19,0,0,2
otu139,2090,1585,2429,0,0,1,22,12,9,6,4,8,28,44,41,0,0,0
otu1390,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,5,0,0
otu13901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13903,0,0,0,0,0,0,0,0,0,1,0,16,1,3,4,0,0,0
otu13904,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
otu13908,0,0,0,0,0,0,0,0,1,1,1,5,0,0,0,0,4,0
otu1391,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu13911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
otu13912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu13915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1392,0,3,1,3,1,0,2,0,2,0,0,2,0,0,3,1,0,1
otu13923,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0
otu13924,0,2,0,0,0,0,0,1,0,8,79,2,0,1,1,0,0,0
otu13925,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
otu13926,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,7,0
otu13927,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0
otu13928,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,1
otu13929,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
otu1393,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
otu13930,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
otu13931,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
otu13932,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
otu13933,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,10
otu13934,0,0,0,0,0,1,1,0,1,0,0,5,0,0,2,2,0,3
otu13935,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3
otu13936,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1
otu13937,0,0,0,0,0,0,0,0,1,0,0,2,2,0,2,0,2,14
otu1394,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13947,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
otu13949,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0
otu1395,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu1396,0,0,0,4,5,10,0,0,0,0,2,0,0,0,0,0,0,0
otu13965,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu13971,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu13973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13975,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu13977,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu13979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1398,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,0
otu13980,0,1,0,1,0,0,1,0,0,0,0,0,3,7,14,0,0,1
otu13984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu13990,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2
otu13991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu13995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
otu13999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
otu14,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0
otu140,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
otu1400,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0
otu14000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14001,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,0,0,0
otu14002,0,0,3,0,0,0,0,0,0,0,0,0,5,4,10,0,0,0
otu14003,0,1,2,0,0,0,0,0,0,0,0,0,57,262,51,0,1,0
otu14004,0,0,0,0,0,1,0,0,0,0,0,0,0,5,8,0,0,0
otu14005,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0
otu14006,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0
otu14007,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu14008,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14009,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
otu1401,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
otu14010,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0
otu14011,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0
otu14012,0,0,0,0,0,2,0,0,0,0,0,0,0,17,0,0,0,0
otu14013,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0
otu14014,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0
otu1403,0,3,0,0,0,1,0,2,0,0,0,0,2,0,4,4,0,2
otu14032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0
otu14033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1
otu14034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
otu14035,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,1,30,4
otu14036,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0
otu14037,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3
otu14038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2
otu14039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
otu1404,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0
otu14040,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,36
otu14041,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,3
otu14042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17
otu14045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14047,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1405,0,0,0,4,0,7,16,1,0,4,1,25,1,0,6,4,134,240
otu14054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1406,0,0,0,0,0,0,2,0,3,1,0,2,0,0,0,0,3,0
otu14061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
otu14064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1407,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1
otu14072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu14078,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1408,23,35,30,0,0,1,0,1,0,4,0,1,1,6,0,1,0,0
otu14080,1,1,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0
otu14085,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14088,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
otu1409,6,6,1,7,1,3,0,1,0,0,0,0,97,43,32,9,2,4
otu14090,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14092,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14093,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu141,1,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0
otu1410,0,0,0,2,10,59,17,0,175,109,1,0,0,1,0,3,2,8
otu14103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
otu14109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
otu14119,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
otu14129,0,1,0,0,2,0,11,30,14,0,0,0,1,2,0,1,1,1
otu14134,3,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0
otu14136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu14137,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
otu1414,0,0,0,28,7,132,3,0,0,2,4,2,0,0,1,0,0,1
otu14140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14142,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14146,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
otu14147,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1
otu14148,5,0,6,0,0,0,3,0,0,2,0,0,2,4,0,0,0,0
otu1415,0,14,0,1,0,1,0,4,2,0,7,4,0,0,3,2,0,3
otu14154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu14157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
otu1416,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
otu14162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu14164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14166,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu1417,7,10,7,0,0,2,0,0,0,0,0,0,42,144,180,1,5,8
otu14170,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0
otu14171,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu14172,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0
otu14174,1,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
otu14177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1418,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0
otu14180,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14181,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu1419,0,0,6,1,0,0,0,3,1,0,2,1,0,0,0,1,1,0
otu14190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14191,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14192,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
otu14197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
otu142,137,105,127,29,20,37,69,63,79,34,21,67,1890,687,732,162,486,808
otu1420,0,0,0,0,1,0,1,0,0,4,0,1,0,3,0,0,1,1
otu14200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1421,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
otu14210,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
otu14215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
otu14216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
otu14218,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14219,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
otu1422,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0
otu14223,0,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0
otu14224,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
otu14229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1423,1,17,0,0,2,0,28,54,26,1,3,2,1,3,1,10,29,15
otu14230,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
otu14235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu14236,0,0,1,0,0,6,0,0,1,0,0,1,0,0,3,0,0,7
otu1424,10,13,10,1,0,2,0,0,0,0,0,0,204,46,55,3,3,3
otu14241,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
otu14242,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
otu14245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14248,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
otu14250,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14254,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14256,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1
otu14257,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1426,14,2,6,2,0,0,31,1,0,16,0,0,4,8,0,0,0,0
otu14263,0,0,0,0,0,0,0,0,0,0,0,2,2,6,5,0,0,2
otu14265,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14267,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu14272,0,0,0,1,0,0,2,1,6,0,0,0,0,0,0,0,0,0
otu14275,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
otu14277,0,0,0,0,0,1,0,0,1,0,0,7,0,0,0,0,0,0
otu1428,0,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,1
otu14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu14281,0,0,0,2,0,0,3,3,1,1,0,0,0,2,0,0,0,0
otu14282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14284,1,1,1,0,0,0,1,2,1,5,0,0,0,0,0,0,0,0
otu14285,2,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14286,0,2,1,0,0,0,0,0,0,0,0,0,6,3,1,1,0,0
otu14287,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14288,47,37,20,0,0,0,9,20,31,0,1,0,4,2,5,8,13,5
otu14289,1,0,0,1,0,0,0,2,2,1,0,0,0,0,1,1,1,0
otu14290,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0
otu14291,1,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0
otu14292,87,116,59,24,12,21,12,27,22,70,14,12,12,18,14,94,4,7
otu14293,6,10,4,0,0,0,0,0,0,0,0,0,16,13,18,0,0,1
otu14294,1,0,0,0,0,0,0,0,0,0,0,0,2,2,6,1,1,1
otu14295,79,100,53,7,0,3,32,29,33,97,21,8,11,5,10,176,9,6
otu14296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14297,25,15,16,0,0,0,0,2,1,2,1,1,3,1,9,0,1,0
otu14298,1,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
otu14299,20,35,19,0,0,0,2,3,3,0,0,1,4,0,2,0,0,0
otu143,0,0,0,0,0,0,8,4,28,0,0,1,0,0,0,0,0,0
otu14300,64,82,47,0,0,0,3,7,3,0,0,2,1,1,4,1,0,0
otu14301,5,10,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu14302,1,2,1,0,0,0,0,0,0,0,0,0,3,4,6,1,0,0
otu14303,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0
otu14304,1,2,0,1,0,0,0,0,0,0,0,0,40,7,10,3,3,2
otu14305,5,7,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
otu14306,1,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0
otu14307,0,0,0,0,0,2,0,0,0,0,0,0,2,1,2,0,0,0
otu14308,12,12,13,0,3,1,0,0,0,0,0,0,48,77,95,2,3,2
otu14309,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,1
otu1431,0,0,1,1,0,3,0,0,4,0,0,0,0,0,3,1,0,7
otu14311,17,12,18,0,0,0,1,3,1,0,1,0,0,0,0,1,1,0
otu14312,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu14313,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
otu14314,0,2,3,1,0,0,0,1,3,0,0,1,0,0,0,1,0,0
otu14315,0,2,0,1,5,1,0,0,0,0,0,0,0,0,17,0,1,1
otu14316,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14317,0,0,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
otu14318,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14319,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,6
otu14320,2,2,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
otu14321,0,0,1,0,0,0,0,0,0,1,0,0,3,2,3,1,1,0
otu14323,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14325,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14326,0,0,3,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0
otu14327,0,0,0,2,1,0,0,2,0,0,0,0,1,1,1,0,1,0
otu14328,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0
otu1433,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0
otu14330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14331,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
otu14332,1,0,1,3,0,3,0,0,0,1,0,0,0,5,3,0,0,0
otu14333,0,0,1,0,0,1,0,0,0,0,0,0,5,3,7,3,0,1
otu14338,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1434,0,0,0,6,3,4,5,5,5,4,5,2,1,0,2,17,9,4
otu14350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1436,0,2,0,1,0,2,3,1,1,1,1,0,0,4,3,1,1,2
otu14370,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14376,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
otu1438,6,8,6,11,3,7,10,21,11,34,11,14,6,6,19,55,40,55
otu14380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14381,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14386,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu1439,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
otu14392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14393,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14397,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14406,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu14417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14423,1,0,2,0,1,0,7,0,1,0,0,0,0,0,0,0,1,0
otu14425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14428,2,0,0,0,7,3,4,3,9,3,0,5,2,8,2,3,16,7
otu1443,8,0,10,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0
otu14431,1,2,0,0,5,0,4,1,8,0,0,1,1,1,1,3,3,2
otu14434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
otu14436,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14437,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14438,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14439,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,5,0
otu14441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
otu14443,0,0,1,0,0,0,0,0,0,0,0,0,4,5,16,0,1,3
otu14444,0,0,0,0,0,0,0,0,0,1,0,0,2,4,6,0,0,3
otu14447,3,4,7,1,1,0,1,0,0,0,0,2,8,18,22,1,1,4
otu14449,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu1445,0,0,0,1,0,0,4,0,0,2,0,0,0,0,0,1,0,2
otu14450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu14458,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0
otu1446,0,0,0,0,0,0,6,0,0,1,0,2,0,0,0,0,0,0
otu14464,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14465,5,11,6,3,1,4,4,5,23,20,10,1,3,4,2,40,2,3
otu14466,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu14468,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1447,0,0,1,0,2,0,0,0,0,1,2,384,0,0,0,0,13,0
otu14470,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
otu14483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu14496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu14498,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0
otu145,706,991,618,949,181,566,324,559,223,350,71,45,54,60,90,321,19,39
otu1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
otu14501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14502,2,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0
otu14503,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0
otu14504,0,2,0,1,0,0,0,1,3,0,0,3,1,0,0,3,0,0
otu14506,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14509,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
otu1451,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0
