,DLSs01,DLSs02,DLSs03,DPSs01,DPSs02,DPSs03,HLs01,HLs02,HLs03,SLTs01,SLTs02,SLTs03,SLs01,SLs02,SLs03,XSs01,XSs02,XSs03
otu14151,0,0,0,0,0,0,0,0,0,0,0,0,1,4,15,0,0,0
otu14153,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1
otu14156,0,0,8,0,2,0,0,3,0,0,1,0,0,0,2,0,0,0
otu14157,0,0,0,0,4,0,2,2,1,0,0,0,2,0,0,0,0,0
otu1416,1,0,1,1,0,7,1,0,0,1,3,1,7,1,0,0,5,2
otu14161,0,0,0,0,0,0,10,0,1,3,0,0,1,0,0,1,1,0
otu14162,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14164,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,1,1,1
otu14165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
otu1417,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu14170,0,0,0,0,0,0,2,5,0,0,1,0,0,0,0,2,0,0
otu14173,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,2,0
otu14174,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,7
otu1418,1,6,4,0,0,1,16,0,4,0,1,0,1,4,4,5,5,11
otu14184,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu142,741,157,126,35,344,58,133,122,117,15,16,8,327,252,225,1292,300,347
otu1420,0,0,0,0,0,83,1,0,1,33,30,41,0,0,0,60,1,1
otu14202,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,1
otu14204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
otu14205,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,0,0,0
otu14207,0,0,0,0,1,0,1,3,0,0,0,0,0,2,2,0,1,0
otu14208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
otu1421,6,1,0,0,0,1,68,192,89,2,21,7,0,2,0,33,11,31
otu14212,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
otu1422,0,0,0,0,0,0,0,0,38,0,0,18,0,0,0,2,1,1
otu14223,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
otu1423,51,17,18,15,7,0,6,9,4,1,0,0,17,17,38,4,9,5
otu14231,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14233,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1424,57,298,423,13,5,3,0,1,0,0,1,1,6,11,12,6,8,0
otu14241,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu14245,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
otu14246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1425,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0
otu14258,0,0,0,0,0,0,9,2,0,2,0,0,0,0,0,2,0,1
otu1426,1,2,1,0,3,0,0,0,1,0,0,0,4,34,0,1,2,2
otu14268,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
otu14269,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1
otu1427,2,3,0,0,0,0,0,0,0,1,0,0,3,0,5,0,0,0
otu14277,6,0,0,0,3,0,0,0,0,0,0,0,3,6,6,0,0,0
otu1428,80,61,147,5,1,0,0,0,0,0,1,0,28,0,2,0,0,0
otu14280,2,2,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14281,4,1,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
otu14282,6,0,2,0,1,0,0,0,0,0,0,0,1,4,7,0,0,1
otu14283,0,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14285,9,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14286,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
otu14287,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14288,8,2,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu1429,0,0,3,1,0,4,0,1,0,0,0,0,0,0,0,2,0,5
otu14290,5,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0
otu14292,10,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0
otu14294,1,0,0,0,2,0,0,0,0,0,0,0,2,5,4,0,0,0
otu14295,4,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
otu14296,2,2,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
otu14299,5,0,0,0,0,0,0,0,0,1,0,0,3,0,6,0,1,0
otu143,0,0,0,0,0,171,0,1,16,3,3,55,3,1,1,2,124,72
otu1430,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,1
otu14300,2,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
otu14304,0,9,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0
otu14305,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0
otu14306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14307,0,0,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
otu1431,0,1,0,0,0,0,23,2,10,16,3,4,0,0,2,0,0,0
otu14313,0,0,0,0,0,0,6,0,1,3,0,0,0,0,0,0,1,0
otu14314,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
otu14316,0,0,0,0,0,0,5,3,0,0,0,0,0,2,0,0,1,0
otu14317,0,0,0,0,0,0,8,2,0,1,0,0,0,0,0,3,1,1
otu14319,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu1432,94,1,1,4,5,0,4,4,32,0,0,6,52,133,413,6,7,3
otu14321,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14325,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,2,0
otu14326,0,0,0,0,0,0,0,4,0,0,1,0,0,0,4,2,0,1
otu1433,2,1,0,0,0,0,0,1,0,0,0,0,2,0,3,0,2,0
otu14331,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1
otu14333,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu14334,0,0,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0
otu1434,2,23,35,5,10,0,9,28,7,1,0,0,120,18,7,39,17,11
otu14343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
otu1435,0,37,6,1,30,19,13,25,17,0,0,1,1,21,7,23,23,323
otu14350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14358,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14359,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1436,2,0,9,0,14,1,63,172,49,7,8,2,13,9,29,26,44,41
otu14364,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0
otu14366,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1437,12,10,5,1,1,5,3,2,2,1,3,2,9,39,56,7,7,3
otu14371,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
otu14375,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14378,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu1438,0,0,0,0,0,37,0,0,0,2,0,4,0,0,0,11,0,8
otu14387,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
otu14389,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0
otu1439,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
otu14390,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1
otu14392,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14395,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
otu14396,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
otu14397,0,2,3,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1
otu14398,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,0,0,0
otu144,4,5,2,5,1,26,11,9,6,15,19,26,38,4,40,80,34,14
otu14402,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14407,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
otu1441,66,112,543,11,5,0,26,10,33,3,0,2,21,17,7,9,10,4
otu14412,0,0,1,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0
otu14419,0,3,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1442,1,0,2,2,0,7,0,0,1,8,12,7,0,0,0,0,14,0
otu14420,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14421,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14428,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3
otu1443,1,0,6,22,30,0,25,7,5,1,1,0,44,8,11,3,20,7
otu14433,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2
otu14434,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14435,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
otu14436,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,0,0,0
otu14439,0,0,0,1,10,0,0,0,0,0,0,0,0,0,1,0,0,0
otu1444,0,0,0,0,0,0,352,29,26,30,0,0,1,0,0,42,58,35
otu14440,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14442,5,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
otu14443,8,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14444,2,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14447,1,0,0,0,0,0,0,0,3,0,0,0,0,1,8,0,0,0
otu14448,3,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0
otu14449,2,0,1,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0
otu1445,18,7,28,5,6,6,7,15,6,3,1,1,10,31,17,12,22,87
otu14451,1,0,7,0,2,0,1,1,1,0,0,0,0,0,0,2,0,0
otu14452,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
otu14453,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14455,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
otu14457,0,0,0,0,0,0,0,1,0,0,0,0,3,2,10,0,0,0
otu1446,0,1,2,17,5,0,0,0,0,8,1,1,2,0,1,0,3,0
otu14460,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
otu14462,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14463,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
otu14464,0,5,0,2,4,0,0,0,0,0,0,0,0,0,0,1,1,0
otu14465,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14469,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1447,5,7,12,1,0,0,4,4,12,0,0,0,20,9,3,22,15,10
otu14470,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu14472,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0
otu14473,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
otu14476,0,0,0,0,0,0,1,5,3,0,0,1,1,0,0,0,0,1
otu1448,3,2,4,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0
otu14481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
otu14484,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,1,1,1
otu1449,3,0,3,1,1,0,1,0,0,0,0,0,3,2,0,0,5,3
otu14493,0,1,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0
otu14497,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0
otu14498,1,0,0,0,2,0,0,0,0,0,0,0,2,3,12,0,0,0
otu14499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
otu145,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,136,0
otu1450,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14503,0,0,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,0
otu14505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
otu14511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14513,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu1452,78,40,66,4,1,0,74,30,167,2,0,23,11,12,12,30,35,26
otu1453,25,45,8,6,0,1,0,0,1,1,0,0,15,7,13,2,1,2
otu14533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
otu1454,0,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
otu1455,2,0,0,0,0,3,0,0,1,4,1,1,0,1,0,5,0,0
otu14550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0
otu14551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0
otu14552,0,0,2,0,0,0,0,0,1,0,0,0,0,0,20,0,0,0
otu14558,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0
otu14559,7,7,3,1,2,0,1,2,5,1,0,1,1,2,3,2,2,1
otu1456,14,1,4,1,2,0,0,0,0,0,0,2,10,128,30,2,2,0
otu14566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14567,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,2,1,1
otu1457,225,290,97,9,1,0,6,1,4,0,0,0,7,0,25,15,5,3
otu14571,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14572,1,1,4,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0
otu14574,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14576,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
otu14578,2,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,0,0
otu1458,1,0,1,4,2,0,1,0,0,0,0,0,2,0,0,0,0,0
otu14581,0,1,0,0,2,0,0,0,0,0,0,0,3,2,2,0,1,0
otu14582,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otu14583,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14584,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,3
otu14586,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otu14588,1,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0
otu1459,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,1,0,3
otu14590,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0
otu14591,6,2,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14594,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14595,9,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14596,2,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0
otu14598,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0
otu14599,10,0,0,1,0,0,0,0,0,0,0,0,1,4,4,0,0,0
otu146,35,15,51,59,27,49,472,203,603,71,55,74,66,30,7,97,118,73
otu1460,1,0,3,1,0,0,1,0,1,0,0,0,5,0,0,6,6,2
otu14600,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
otu14602,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
otu14603,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0
otu14606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,2,1
otu14608,0,2,0,0,0,0,1,0,2,0,0,0,0,3,5,0,0,0
otu14609,0,0,0,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0
otu1461,3,3,2,4,3,1,0,0,0,1,1,0,0,2,2,0,3,0
otu14611,0,0,1,0,0,0,0,0,0,0,0,0,17,0,5,0,0,0
otu14613,0,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14614,0,0,1,0,8,0,0,0,0,0,0,0,1,10,1,0,0,0
otu14615,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,1
otu14616,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu14617,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,1,0
otu14618,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
otu1462,0,6,2,0,4,0,63,22,33,6,2,1,46,7,1,11,9,7
otu14620,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
otu14621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu14622,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,1,1
otu14625,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1
otu1463,509,12,30,15,0,0,1,14,12,0,1,1,21,7,24,4,5,5
otu14631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
otu14632,0,0,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,3
otu14634,0,0,0,0,0,0,0,1,4,0,1,1,0,0,0,0,0,1
otu14637,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,2
otu14638,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
otu14639,0,0,0,0,0,0,0,1,3,0,0,1,0,0,3,0,0,0
otu1464,6,11,23,2,8,1,59,14,27,5,2,4,70,3,6,20,16,10
otu14640,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
otu14641,0,0,0,0,0,1,0,2,5,0,0,0,0,0,0,1,2,1
otu14642,0,0,0,0,0,0,0,1,9,0,0,2,0,0,0,0,1,1
otu14643,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
otu1465,0,1,1,0,0,0,2,1,2,3,7,6,0,0,3,0,0,1
otu14652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14654,0,0,0,0,0,0,0,0,0,0,0,0,1,7,6,0,0,0
otu14655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
otu14656,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0
otu14659,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1466,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14666,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,0,0
otu14667,0,0,0,0,0,0,0,2,4,0,0,0,3,0,3,0,1,2
otu14669,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0
otu1467,1,0,1,0,0,0,4,5,7,2,1,1,0,0,1,2,2,1
otu14673,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4
otu1468,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
otu14680,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1
otu14684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
otu1469,0,1,2,0,2,2,50,115,24,3,11,0,3,2,2,98,55,42
otu14696,3,0,1,1,4,0,0,0,0,0,0,0,3,1,3,0,0,0
otu147,2,0,89,12,28,28,8,8,16,0,0,3,4,1,1,24,13,56
otu1470,98,4,6,2,0,0,2,13,5,0,3,0,4,1,0,3,1,6
otu14702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
otu1471,98,20,25,2,1,6,3,1,0,0,4,4,20,119,127,9,1,1
otu14712,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
otu14713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
otu14715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
otu1472,0,1,1,0,2,27,4,6,3,11,11,3,1,0,0,2,1,5
otu14721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
otu14722,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0
otu1473,1,2,2,2,0,4,0,0,0,1,0,0,1,1,0,0,0,1
otu14734,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
otu14735,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,0
otu1474,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2
otu14748,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
otu1475,1,1,17,358,139,0,2,0,0,0,0,0,8,0,4,0,0,0
otu14752,0,0,1,0,0,0,6,1,5,0,0,1,0,1,0,2,5,4
otu14754,1,0,0,0,2,0,0,0,0,0,0,0,6,1,0,0,0,0
otu14756,0,2,3,0,0,0,2,0,1,0,0,0,0,0,0,1,1,3
otu14759,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0
otu1476,0,0,0,0,0,105,0,0,0,7,7,5,0,0,0,1,0,41
otu14761,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3
otu14762,13,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14763,3,0,1,0,0,0,0,0,0,0,0,0,4,1,2,0,1,0
otu14764,2,0,0,0,2,0,0,0,0,0,0,0,3,1,6,0,0,0
otu14765,1,0,4,0,0,0,1,0,1,0,0,0,2,2,6,0,0,0
otu14766,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0
otu14768,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
otu1477,4,20,9,1,3,2,37,6,21,5,3,3,6,2,0,12,10,9
otu14770,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14771,1,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0
otu14772,3,0,3,0,0,0,1,0,1,0,0,0,0,1,6,1,1,0
otu14773,1,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,1,1
otu14774,2,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,0,0
otu14776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14777,2,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14779,1,0,0,0,1,0,0,0,0,0,0,0,0,3,6,0,0,0
otu1478,0,0,0,0,0,12,0,1,2,8,8,14,0,0,0,25,20,3
otu14781,2,0,0,0,0,0,1,1,2,0,0,0,1,1,2,1,1,0
otu14783,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
otu14784,0,1,0,0,0,0,0,0,0,0,0,0,3,9,2,0,0,0
otu14786,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0
otu14787,1,0,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0
otu14788,0,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1
otu1479,0,0,2,0,3,25,0,5,8,24,33,36,28,0,0,1,0,5
otu14797,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1
otu148,0,0,0,0,0,0,0,0,0,0,0,0,2,1,112,0,0,0
otu1480,0,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0
otu14802,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
otu14809,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0
otu1481,7,0,0,9,7,0,2,0,1,0,0,0,221,60,9,0,0,0
otu14812,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
otu14816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu14817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14818,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,0,0
otu1482,4,0,2,3,1,0,0,1,0,0,0,0,6,0,0,0,0,0
otu1483,6,4,9,0,0,0,3,0,3,1,1,0,35,8,12,1,3,0
otu14830,0,0,0,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0
otu14834,0,0,0,0,1,0,4,0,2,0,0,0,0,0,0,1,1,0
otu14836,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0
otu14837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
otu14838,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0
otu1484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14842,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,2,0,0
otu14843,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,3,0,2
otu14847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
otu1485,0,0,1,0,1,6,1,0,0,0,0,0,5,0,2,0,0,8
otu14851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0
otu14852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
otu1486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
otu14863,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
otu1487,1,0,1,1,0,1,3,0,0,1,0,1,5,2,2,1,0,0
otu14877,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14879,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
otu1488,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
otu1489,1,0,2,0,1,0,0,0,0,1,0,0,16,2,3,0,0,0
otu14890,0,0,0,0,0,0,0,0,0,0,0,0,1,26,2,0,0,0
otu14891,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
otu14892,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
otu14893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,0,0,0
otu14894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0
otu14895,7,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0
otu14896,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0
otu149,0,0,0,0,0,21,0,0,0,2,7,9,0,7,0,30,0,0
otu1490,5,7,1,0,0,0,0,0,9,0,0,2,6,4,2,0,0,0
otu14900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14901,0,0,5,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0
otu14903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
otu1491,0,0,2,1,0,21,0,0,0,2,1,6,0,0,0,5,1,10
otu14912,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
otu14916,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
otu14917,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
otu14918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
